riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs16951319-C	8E-9	-	0.8743	-	"0.0158 unit increase"	[0.011-0.021]	SKOR1,MAP2K5	"Body mass index"	"body mass index"	-	GCST90446645	15:67811294	39375568	"Sidorenko J"
rs7164727-C	1E-22	-	0.2842	-	"0.0181 unit decrease"	[0.015-0.022]	ADPGK-AS1,NPM1P42	"Body mass index"	"body mass index"	-	GCST90446645	15:72801650	39375568	"Sidorenko J"
rs12914489-G	1E-8	-	0.9258	-	"0.016 unit decrease"	[0.011-0.021]	TBC1D21,LOXL1-AS1	"Body mass index"	"body mass index"	-	GCST90446645	15:73895596	39375568	"Sidorenko J"
rs936227-A	2E-10	-	0.3651	-	"0.0114 unit decrease"	[0.0079-0.0149]	ULK3	"Body mass index"	"body mass index"	-	GCST90446645	15:74839618	39375568	"Sidorenko J"
rs1829130-T	2E-8	-	0.67	-	"0.0111 unit decrease"	[0.0072-0.015]	DNM1P49,UBE2Q2	"Body mass index"	"body mass index"	-	GCST90446645	15:75815389	39375568	"Sidorenko J"
rs11632941-A	3E-9	-	0.2249	-	"0.0127 unit decrease"	[0.0086-0.0168]	PEAK1	"Body mass index"	"body mass index"	-	GCST90446645	15:77241546	39375568	"Sidorenko J"
rs12595749-A	2E-13	-	0.6133	-	"0.0135 unit increase"	[0.01-0.017]	ANKRD34C-AS1	"Body mass index"	"body mass index"	-	GCST90446645	15:79140017	39375568	"Sidorenko J"
rs12900485-G	4E-15	-	0.7277	-	"0.0152 unit increase"	[0.011-0.019]	ABHD17C	"Body mass index"	"body mass index"	-	GCST90446645	15:80729746	39375568	"Sidorenko J"
rs11633626-C	1E-18	-	0.3779	-	"0.0167 unit increase"	[0.013-0.02]	LETR1,LINC02852	"Body mass index"	"body mass index"	-	GCST90446645	15:94728149	39375568	"Sidorenko J"
rs1574213-G	1E-8	-	0.7893	-	"0.0126 unit increase"	[0.0083-0.0169]	IGF1R	"Body mass index"	"body mass index"	-	GCST90446645	15:98684558	39375568	"Sidorenko J"
rs12905439-C	2E-11	-	0.6389	-	"0.0131 unit increase"	[0.0092-0.017]	SYNM-AS1,PGPEP1L	"Body mass index"	"body mass index"	-	GCST90446645	15:98978654	39375568	"Sidorenko J"
rs11866815-C	1E-17	-	0.7459	-	"0.0171 unit increase"	[0.013-0.021]	AXIN1	"Body mass index"	"body mass index"	-	GCST90446645	16:337867	39375568	"Sidorenko J"
rs2516739-G	1E-12	-	0.8177	-	"0.0156 unit increase"	[0.011-0.02]	NTHL1	"Body mass index"	"body mass index"	-	GCST90446645	16:2047157	39375568	"Sidorenko J"
rs9930893-A	5E-15	-	0.4648	-	"0.0137 unit decrease"	[0.01-0.017]	NLRC3	"Body mass index"	"body mass index"	-	GCST90446645	16:3575447	39375568	"Sidorenko J"
rs879620-C	4E-35	-	0.3935	-	"0.0235 unit decrease"	[0.02-0.027]	ADCY9	"Body mass index"	"body mass index"	-	GCST90446645	16:3965728	39375568	"Sidorenko J"
rs1876359-C	1E-12	-	0.6271	-	"0.0128 unit decrease"	[0.0093-0.0163]	UBN1	"Body mass index"	"body mass index"	-	GCST90446645	16:4880099	39375568	"Sidorenko J"
rs2058527-T	1E-10	-	0.2745	-	"0.0133 unit decrease"	[0.0092-0.0174]	RBFOX1	"Body mass index"	"body mass index"	-	GCST90446645	16:6654748	39375568	"Sidorenko J"
rs249292-C	5E-9	-	0.2982	-	"0.0117 unit decrease"	[0.0078-0.0156]	LINC02177	"Body mass index"	"body mass index"	-	GCST90446645	16:9318947	39375568	"Sidorenko J"
rs977540-A	9E-12	-	0.7841	-	"0.0139 unit increase"	[0.01-0.0178]	LINC02177	"Body mass index"	"body mass index"	-	GCST90446645	16:9630893	39375568	"Sidorenko J"
rs4985155-A	6E-13	-	0.6744	-	"0.0132 unit increase"	[0.0097-0.0167]	PDXDC1	"Body mass index"	"body mass index"	-	GCST90446645	16:15035602	39375568	"Sidorenko J"
rs12446632-G	6E-37	-	0.8613	-	"0.0322 unit increase"	[0.027-0.037]	GPR139,GPRC5B	"Body mass index"	"body mass index"	-	GCST90446645	16:19924067	39375568	"Sidorenko J"
rs6548221-A	1E-15	-	0.2286	-	"0.0169 unit increase"	[0.013-0.021]	ALKAL2,LINC01865	"Body mass index"	"body mass index"	-	GCST90446645	2:295255	39375568	"Sidorenko J"
rs4639527-A	7E-15	-	0.7102	-	"0.0157 unit decrease"	[0.012-0.02]	LINC01865	"Body mass index"	"body mass index"	-	GCST90446645	2:416815	39375568	"Sidorenko J"
rs2724861-A	3E-10	-	0.5483	-	"0.0113 unit decrease"	[0.0078-0.0148]	LINC01865,LINC01874	"Body mass index"	"body mass index"	-	GCST90446645	2:471514	39375568	"Sidorenko J"
rs13386964-G	5E-139	-	0.8491	-	"0.057 unit increase"	[0.052-0.062]	LINC01875,TMEM18	"Body mass index"	"body mass index"	-	GCST90446645	2:650828	39375568	"Sidorenko J"
rs2693833-G	3E-14	-	0.5921	-	"0.0139 unit increase"	[0.01-0.017]	SILC1	"Body mass index"	"body mass index"	-	GCST90446645	2:6012001	39375568	"Sidorenko J"
rs10182181-A	3E-61	-	0.5072	-	"0.0299 unit decrease"	[0.026-0.033]	ADCY3,DNAJC27	"Body mass index"	"body mass index"	-	GCST90446645	2:24927427	39375568	"Sidorenko J"
rs17801121-C	7E-9	-	0.6951	-	"0.0122 unit decrease"	[0.0081-0.0163]	SUCLA2P3,EFR3B	"Body mass index"	"body mass index"	-	GCST90446645	2:25081418	39375568	"Sidorenko J"
rs1275941-C	8E-19	-	0.5376	-	"0.0153 unit decrease"	[0.012-0.019]	KCNK3,SLC35F6	"Body mass index"	"body mass index"	-	GCST90446645	2:26734528	39375568	"Sidorenko J"
rs6709355-A	3E-8	-	0.9601	-	"0.0241 unit decrease"	[0.016-0.033]	MRPL33,BABAM2	"Body mass index"	"body mass index"	-	GCST90446645	2:27930621	39375568	"Sidorenko J"
rs985060-G	3E-8	-	0.7282	-	"0.0114 unit increase"	[0.0075-0.0153]	SLC8A1-AS1	"Body mass index"	"body mass index"	-	GCST90446645	2:40057790	39375568	"Sidorenko J"
rs2063177-G	4E-10	-	0.6451	-	"0.0119 unit decrease"	[0.0082-0.0156]	LDHAP3,HNRNPA1P57	"Body mass index"	"body mass index"	-	GCST90446645	2:41485709	39375568	"Sidorenko J"
rs1377906-C	1E-9	-	0.3517	-	"0.0117 unit decrease"	[0.008-0.0154]	CAMKMT	"Body mass index"	"body mass index"	-	GCST90446645	2:44551324	39375568	"Sidorenko J"
rs9636391-A	7E-13	-	0.1545	-	"0.0178 unit increase"	[0.013-0.023]	NRXN1	"Body mass index"	"body mass index"	-	GCST90446645	2:49973972	39375568	"Sidorenko J"
rs17536077-G	4E-9	-	0.6284	-	"0.0111 unit increase"	[0.0074-0.0148]	NRXN1	"Body mass index"	"body mass index"	-	GCST90446645	2:50508860	39375568	"Sidorenko J"
rs3198123-C	2E-12	-	0.7035	-	"0.014 unit increase"	[0.01-0.018]	RTN4	"Body mass index"	"body mass index"	-	GCST90446645	2:54980557	39375568	"Sidorenko J"
rs946824-T	3E-12	-	0.1351	-	"0.019 unit increase"	[0.014-0.024]	AKT3	"Body mass index"	"body mass index"	-	GCST90446645	1:243520717	39375568	"Sidorenko J"
rs4372836-T	1E-11	-	0.3365	-	"0.0127 unit increase"	[0.009-0.0164]	PPP1CB-DT	"Body mass index"	"body mass index"	-	GCST90446645	2:28751017	39375568	"Sidorenko J"
rs17327461-T	2E-10	-	0.4661	-	"0.0111 unit increase"	[0.0078-0.0144]	MIR548AD,SMIM7P1	"Body mass index"	"body mass index"	-	GCST90446645	2:35287117	39375568	"Sidorenko J"
rs4670626-T	2E-10	-	0.3537	-	"0.0123 unit decrease"	[0.0086-0.016]	VIT,STRN	"Body mass index"	"body mass index"	-	GCST90446645	2:36819514	39375568	"Sidorenko J"
rs4952843-A	2E-12	-	0.6167	-	"0.0131 unit increase"	[0.0094-0.0168]	SOCS5,LINC01118	"Body mass index"	"body mass index"	-	GCST90446645	2:46730706	39375568	"Sidorenko J"
rs7561278-T	1E-10	-	0.7557	-	"0.0145 unit increase"	[0.01-0.019]	"LHCGR,GTF2A1L,STON1-GTF2A1L"	"Body mass index"	"body mass index"	-	GCST90446645	2:48727766	39375568	"Sidorenko J"
rs13432055-T	2E-10	-	0.7112	-	"0.0121 unit decrease"	[0.0084-0.0158]	CCDC85A	"Body mass index"	"body mass index"	-	GCST90446645	2:56376850	39375568	"Sidorenko J"
rs7557284-G	2E-8	-	0.6143	-	"0.0106 unit decrease"	[0.0069-0.0143]	ACTG1P22,EIF2S2P7	"Body mass index"	"body mass index"	-	GCST90446645	2:57114313	39375568	"Sidorenko J"
rs4671328-T	3E-31	-	0.4518	-	"0.0213 unit increase"	[0.018-0.025]	LINC01122	"Body mass index"	"body mass index"	-	GCST90446645	2:58708147	39375568	"Sidorenko J"
rs6545714-G	4E-27	-	0.3881	-	"0.0189 unit increase"	[0.015-0.022]	LINC01122	"Body mass index"	"body mass index"	-	GCST90446645	2:59080590	39375568	"Sidorenko J"
rs17776719-A	2E-9	-	0.8541	-	"0.0158 unit decrease"	[0.011-0.021]	VGLL4	"Body mass index"	"body mass index"	-	GCST90446645	3:11599007	39375568	"Sidorenko J"
rs6809832-T	3E-9	-	0.8518	-	"0.0145 unit increase"	[0.0098-0.0192]	PPARG	"Body mass index"	"body mass index"	-	GCST90446645	3:12372921	39375568	"Sidorenko J"
rs9845966-T	1E-8	-	0.4481	-	"0.01 unit increase"	[0.0067-0.0133]	NUP210	"Body mass index"	"body mass index"	-	GCST90446645	3:13391658	39375568	"Sidorenko J"
rs7651039-T	2E-8	-	0.4902	-	"0.0096 unit decrease"	[0.0063-0.0129]	BTD	"Body mass index"	"body mass index"	-	GCST90446645	3:15606497	39375568	"Sidorenko J"
rs17807236-G	3E-9	-	0.4831	-	"0.0109 unit increase"	[0.0074-0.0144]	SGO1-AS1	"Body mass index"	"body mass index"	-	GCST90446645	3:20472680	39375568	"Sidorenko J"
rs17621507-A	1E-8	-	0.8164	-	"0.0137 unit decrease"	[0.009-0.0184]	ZNF385D	"Body mass index"	"body mass index"	-	GCST90446645	3:21778839	39375568	"Sidorenko J"
rs9860326-C	2E-10	-	0.6703	-	"0.0124 unit decrease"	[0.0087-0.0161]	ARPP21	"Body mass index"	"body mass index"	-	GCST90446645	3:35641612	39375568	"Sidorenko J"
rs11926767-C	3E-8	-	0.348	-	"0.0103 unit decrease"	[0.0066-0.014]	ACVR2B	"Body mass index"	"body mass index"	-	GCST90446645	3:38486422	39375568	"Sidorenko J"
rs4118041-C	1E-10	-	0.6544	-	"0.0123 unit decrease"	[0.0086-0.016]	ULK4	"Body mass index"	"body mass index"	-	GCST90446645	3:41303681	39375568	"Sidorenko J"
rs10460960-G	4E-12	-	0.0998	-	"0.0188 unit decrease"	[0.014-0.024]	SALL4P6,CCK	"Body mass index"	"body mass index"	-	GCST90446645	3:42267243	39375568	"Sidorenko J"
rs28350-A	6E-12	-	0.1708	-	"0.0164 unit increase"	[0.012-0.021]	LYZL4,EIF4BP4	"Body mass index"	"body mass index"	-	GCST90446645	3:42376954	39375568	"Sidorenko J"
rs4683096-T	2E-9	-	0.43	-	"0.0112 unit increase"	[0.0077-0.0147]	LARS2,U3	"Body mass index"	"body mass index"	-	GCST90446645	3:45333004	39375568	"Sidorenko J"
rs11130146-C	1E-9	-	0.3724	-	"0.0111 unit increase"	[0.0076-0.0146]	SMARCC1	"Body mass index"	"body mass index"	-	GCST90446645	3:47666322	39375568	"Sidorenko J"
rs11713193-G	5E-46	-	0.4715	-	"0.0262 unit decrease"	[0.023-0.03]	MST1R	"Body mass index"	"body mass index"	-	GCST90446645	3:49886991	39375568	"Sidorenko J"
rs6787805-A	5E-19	-	0.1376	-	"0.0234 unit decrease"	[0.018-0.028]	DOCK3	"Body mass index"	"body mass index"	-	GCST90446645	3:51167357	39375568	"Sidorenko J"
rs6794389-A	2E-12	-	0.7769	-	"0.0142 unit decrease"	[0.01-0.018]	SFMBT1,SERBP1P3	"Body mass index"	"body mass index"	-	GCST90446645	3:53062378	39375568	"Sidorenko J"
rs2680648-T	3E-11	-	0.7419	-	"0.0143 unit increase"	[0.01-0.0186]	CACNA1D	"Body mass index"	"body mass index"	-	GCST90446645	3:53743149	39375568	"Sidorenko J"
rs12488237-T	3E-11	-	0.9346	-	"0.0251 unit decrease"	[0.018-0.033]	ERC2	"Body mass index"	"body mass index"	-	GCST90446645	3:56080833	39375568	"Sidorenko J"
rs1452075-C	2E-13	-	0.2694	-	"0.0144 unit decrease"	[0.01-0.018]	CADPS	"Body mass index"	"body mass index"	-	GCST90446645	3:62495388	39375568	"Sidorenko J"
rs488273-G	2E-10	-	0.7741	-	"0.0141 unit decrease"	[0.0098-0.0184]	CADPS	"Body mass index"	"body mass index"	-	GCST90446645	3:62731125	39375568	"Sidorenko J"
rs1899951-C	7E-9	-	0.8989	-	"0.0151 unit decrease"	[0.01-0.02]	PPARG	"Body mass index"	"body mass index"	-	GCST90446645	3:12353341	39375568	"Sidorenko J"
rs2600226-C	6E-10	-	0.3215	-	"0.0121 unit increase"	[0.0082-0.016]	LINC02022,IQSEC1	"Body mass index"	"body mass index"	-	GCST90446645	3:12887263	39375568	"Sidorenko J"
rs6804842-A	3E-21	-	0.4254	-	"0.0165 unit decrease"	[0.013-0.02]	RARB	"Body mass index"	"body mass index"	-	GCST90446645	3:25064946	39375568	"Sidorenko J"
rs7637852-A	2E-12	-	0.304	-	"0.014 unit increase"	[0.01-0.018]	ABHD5,RNU6-367P	"Body mass index"	"body mass index"	-	GCST90446645	3:44000285	39375568	"Sidorenko J"
rs815710-A	4E-21	-	0.6165	-	"0.0174 unit increase"	[0.014-0.021]	FHIT,PTPRG	"Body mass index"	"body mass index"	-	GCST90446645	3:61276475	39375568	"Sidorenko J"
rs7123876-T	3E-10	-	0.7491	-	"0.0126 unit decrease"	[0.0087-0.0165]	ARAP1	"Body mass index"	"body mass index"	-	GCST90446645	11:72733538	39375568	"Sidorenko J"
rs3758711-C	2E-8	-	0.7866	-	"0.0124 unit increase"	[0.0081-0.0167]	TSKU	"Body mass index"	"body mass index"	-	GCST90446645	11:76784516	39375568	"Sidorenko J"
rs1318241-C	5E-9	-	0.8626	-	"0.0139 unit increase"	[0.0092-0.0186]	GAB2	"Body mass index"	"body mass index"	-	GCST90446645	11:78219746	39375568	"Sidorenko J"
rs349088-C	3E-11	-	0.5397	-	"0.0122 unit increase"	[0.0087-0.0157]	DLG2	"Body mass index"	"body mass index"	-	GCST90446645	11:85103349	39375568	"Sidorenko J"
rs10830452-A	8E-9	-	0.6689	-	"0.0113 unit decrease"	[0.0074-0.0152]	CHORDC1,DISC1FP1	"Body mass index"	"body mass index"	-	GCST90446645	11:90233034	39375568	"Sidorenko J"
rs2605603-G	2E-9	-	0.526	-	"0.0105 unit increase"	[0.0072-0.0138]	SMCO4	"Body mass index"	"body mass index"	-	GCST90446645	11:93487939	39375568	"Sidorenko J"
rs11214503-C	2E-10	-	0.4676	-	"0.0116 unit decrease"	[0.0081-0.0151]	NCAM1	"Body mass index"	"body mass index"	-	GCST90446645	11:113116032	39375568	"Sidorenko J"
rs719802-T	1E-8	-	0.3968	-	"0.0106 unit increase"	[0.0069-0.0143]	TTC12	"Body mass index"	"body mass index"	-	GCST90446645	11:113363957	39375568	"Sidorenko J"
rs1048932-C	6E-24	-	0.548	-	"0.0177 unit increase"	[0.014-0.021]	CADM1	"Body mass index"	"body mass index"	-	GCST90446645	11:115174130	39375568	"Sidorenko J"
rs6589497-T	6E-10	-	0.8882	-	"0.0177 unit decrease"	[0.012-0.023]	LINC00900,LINC02698	"Body mass index"	"body mass index"	-	GCST90446645	11:115752275	39375568	"Sidorenko J"
rs2306471-C	6E-9	-	0.9552	-	"0.0228 unit decrease"	[0.015-0.03]	PAFAH1B2	"Body mass index"	"body mass index"	-	GCST90446645	11:117145734	39375568	"Sidorenko J"
rs1799993-C	6E-14	-	0.6047	-	"0.0142 unit decrease"	[0.01-0.018]	HMBS	"Body mass index"	"body mass index"	-	GCST90446645	11:119087417	39375568	"Sidorenko J"
rs3809046-G	1E-8	-	0.9193	-	"0.02 unit increase"	[0.013-0.027]	ABCG4,HINFP	"Body mass index"	"body mass index"	-	GCST90446645	11:119148056	39375568	"Sidorenko J"
rs7941030-T	1E-8	-	0.6159	-	"0.01 unit decrease"	[0.0065-0.0135]	UBASH3B,GLULP3	"Body mass index"	"body mass index"	-	GCST90446645	11:122651667	39375568	"Sidorenko J"
rs7942900-G	6E-17	-	0.5173	-	"0.0153 unit decrease"	[0.012-0.019]	SNX19,RN7SL167P	"Body mass index"	"body mass index"	-	GCST90446645	11:130969349	39375568	"Sidorenko J"
rs2512885-T	1E-11	-	0.4529	-	"0.0119 unit decrease"	[0.0086-0.0152]	NTM	"Body mass index"	"body mass index"	-	GCST90446645	11:131597900	39375568	"Sidorenko J"
rs1625427-T	1E-10	-	0.6404	-	"0.0124 unit increase"	[0.0087-0.0161]	NTM	"Body mass index"	"body mass index"	-	GCST90446645	11:132087399	39375568	"Sidorenko J"
rs4936175-T	1E-10	-	0.5512	-	"0.0117 unit decrease"	[0.0082-0.0152]	OPCML	"Body mass index"	"body mass index"	-	GCST90446645	11:132772064	39375568	"Sidorenko J"
rs10894670-C	9E-9	-	0.4344	-	"0.01 unit increase"	[0.0067-0.0133]	OPCML	"Body mass index"	"body mass index"	-	GCST90446645	11:133352092	39375568	"Sidorenko J"
rs329651-G	2E-13	-	0.2	-	"0.0164 unit decrease"	[0.012-0.021]	IGSF9B	"Body mass index"	"body mass index"	-	GCST90446645	11:133897727	39375568	"Sidorenko J"
rs12364470-T	5E-13	-	0.8601	-	"0.0169 unit decrease"	[0.012-0.021]	LINC02714,LINC02706	"Body mass index"	"body mass index"	-	GCST90446645	11:134731118	39375568	"Sidorenko J"
rs11611246-G	1E-26	-	0.8081	-	"0.023 unit decrease"	[0.019-0.027]	WNK1	"Body mass index"	"body mass index"	-	GCST90446645	12:830314	39375568	"Sidorenko J"
rs765125-T	3E-9	-	0.5967	-	"0.0111 unit decrease"	[0.0074-0.0148]	CACNA1C	"Body mass index"	"body mass index"	-	GCST90446645	12:2047041	39375568	"Sidorenko J"
rs10744146-G	1E-13	-	0.4448	-	"0.0137 unit increase"	[0.01-0.017]	EEF1A1P16,RNU6-837P	"Body mass index"	"body mass index"	-	GCST90446645	12:17059947	39375568	"Sidorenko J"
rs10840674-A	7E-11	-	0.6971	-	"0.0123 unit decrease"	[0.0086-0.016]	PSMC1P8,RPL7P40	"Body mass index"	"body mass index"	-	GCST90446645	12:17207320	39375568	"Sidorenko J"
rs613872-G	1E-9	-	0.1774	-	"0.0147 unit decrease"	[0.01-0.0194]	TCF4	"Body mass index"	"body mass index"	-	GCST90446645	18:55543071	39375568	"Sidorenko J"
rs1517036-G	3E-19	-	0.846	-	"0.0218 unit increase"	[0.017-0.027]	SEC11C,GRP	"Body mass index"	"body mass index"	-	GCST90446645	18:59211130	39375568	"Sidorenko J"
rs1893514-A	4E-9	-	0.2214	-	"0.0119 unit decrease"	[0.008-0.0158]	LINC03111,RNU6-567P	"Body mass index"	"body mass index"	-	GCST90446645	18:60020341	39375568	"Sidorenko J"
rs571312-C	9E-95	-	0.7444	-	"0.0448 unit decrease"	[0.04-0.049]	MC4R,RNU4-17P	"Body mass index"	"body mass index"	-	GCST90446645	18:60172536	39375568	"Sidorenko J"
rs11876242-C	2E-8	-	0.9399	-	"0.0192 unit increase"	[0.013-0.026]	RNU4-17P,MC4R	"Body mass index"	"body mass index"	-	GCST90446645	18:60206517	39375568	"Sidorenko J"
rs9675886-A	3E-18	-	0.6998	-	"0.0177 unit decrease"	[0.014-0.022]	RNU4-17P,MC4R	"Body mass index"	"body mass index"	-	GCST90446645	18:60302089	39375568	"Sidorenko J"
rs2229616-C	2E-49	-	0.9814	-	"0.0943 unit increase"	[0.082-0.107]	MC4R	"Body mass index"	"body mass index"	-	GCST90446645	18:60372043	39375568	"Sidorenko J"
rs12454712-T	6E-15	-	0.6274	-	"0.0147 unit decrease"	[0.011-0.018]	BCL2	"Body mass index"	"body mass index"	-	GCST90446645	18:63178651	39375568	"Sidorenko J"
rs7235205-A	2E-12	-	0.7329	-	"0.0139 unit decrease"	[0.01-0.0178]	LINC01916,CDH7	"Body mass index"	"body mass index"	-	GCST90446645	18:65706526	39375568	"Sidorenko J"
rs724764-C	2E-8	-	0.6695	-	"0.0106 unit increase"	[0.0069-0.0143]	SMIM21,LINC01898	"Body mass index"	"body mass index"	-	GCST90446645	18:75427787	39375568	"Sidorenko J"
rs673429-T	4E-9	-	0.9373	-	"0.0224 unit increase"	[0.015-0.03]	SALL3	"Body mass index"	"body mass index"	-	GCST90446645	18:78983413	39375568	"Sidorenko J"
rs3810414-T	2E-9	-	0.686	-	"0.0118 unit increase"	[0.0079-0.0157]	BTBD2	"Body mass index"	"body mass index"	-	GCST90446645	19:1993445	39375568	"Sidorenko J"
rs350832-G	1E-17	-	0.2293	-	"0.0191 unit decrease"	[0.015-0.023]	MAP2K2,ZBTB7A	"Body mass index"	"body mass index"	-	GCST90446645	19:4069428	39375568	"Sidorenko J"
rs9352-C	3E-8	-	0.4718	-	"0.0102 unit decrease"	[0.0067-0.0137]	CHAF1A	"Body mass index"	"body mass index"	-	GCST90446645	19:4442339	39375568	"Sidorenko J"
rs8100439-C	1E-11	-	0.8421	-	"0.0174 unit increase"	[0.012-0.022]	ZNF536	"Body mass index"	"body mass index"	-	GCST90446645	19:30492899	39375568	"Sidorenko J"
rs12604935-A	7E-10	-	0.6163	-	"0.0117 unit decrease"	[0.008-0.0154]	LINC01541	"Body mass index"	"body mass index"	-	GCST90446645	18:71566334	39375568	"Sidorenko J"
rs11150911-A	2E-12	-	0.2751	-	"0.0136 unit increase"	[0.0099-0.0173]	LINC01893,LINC01898	"Body mass index"	"body mass index"	-	GCST90446645	18:75786573	39375568	"Sidorenko J"
rs3810417-C	4E-11	-	0.8192	-	"0.0165 unit increase"	[0.012-0.021]	ABHD17A,KLF16	"Body mass index"	"body mass index"	-	GCST90446645	19:1864602	39375568	"Sidorenko J"
rs12609744-T	1E-9	-	0.6991	-	"0.0122 unit decrease"	[0.0083-0.0161]	DNASE2,KLF1	"Body mass index"	"body mass index"	-	GCST90446645	19:12883326	39375568	"Sidorenko J"
rs273504-A	6E-16	-	0.5739	-	"0.0152 unit decrease"	[0.011-0.019]	MAST3	"Body mass index"	"body mass index"	-	GCST90446645	19:18104437	39375568	"Sidorenko J"
rs17724992-A	9E-16	-	0.715	-	"0.0159 unit increase"	[0.012-0.02]	PGPEP1	"Body mass index"	"body mass index"	-	GCST90446645	19:18344015	39375568	"Sidorenko J"
rs757318-C	2E-23	-	0.5297	-	"0.0173 unit increase"	[0.014-0.021]	CRTC1	"Body mass index"	"body mass index"	-	GCST90446645	19:18709498	39375568	"Sidorenko J"
rs6511027-C	5E-14	-	0.8288	-	"0.0179 unit increase"	[0.013-0.023]	SUGP1	"Body mass index"	"body mass index"	-	GCST90446645	19:19281042	39375568	"Sidorenko J"
rs17513613-T	1E-21	-	0.6957	-	"0.0177 unit decrease"	[0.014-0.021]	CCNE1,C19orf12	"Body mass index"	"body mass index"	-	GCST90446645	19:29795915	39375568	"Sidorenko J"
rs33429-G	2E-9	-	0.3029	-	"0.0122 unit decrease"	[0.0083-0.0161]	ZNF536	"Body mass index"	"body mass index"	-	GCST90446645	19:30448453	39375568	"Sidorenko J"
rs591088-C	1E-8	-	0.4335	-	"0.0104 unit increase"	[0.0069-0.0139]	HIVEP3	"Body mass index"	"body mass index"	-	GCST90446645	1:41972525	39375568	"Sidorenko J"
rs1707322-A	2E-10	-	0.3237	-	"0.012 unit decrease"	[0.0083-0.0157]	PIK3R3,MAST2	"Body mass index"	"body mass index"	-	GCST90446645	1:46039475	39375568	"Sidorenko J"
rs2984618-G	4E-20	-	0.5578	-	"0.016 unit decrease"	[0.013-0.019]	TAL1	"Body mass index"	"body mass index"	-	GCST90446645	1:47224766	39375568	"Sidorenko J"
rs657452-A	5E-26	-	0.4019	-	"0.0186 unit increase"	[0.015-0.022]	AGBL4	"Body mass index"	"body mass index"	-	GCST90446645	1:49124175	39375568	"Sidorenko J"
rs4061073-A	2E-10	-	0.6809	-	"0.0119 unit decrease"	[0.0082-0.0156]	SSBP3	"Body mass index"	"body mass index"	-	GCST90446645	1:54231070	39375568	"Sidorenko J"
rs17425707-T	1E-8	-	0.9036	-	"0.0171 unit decrease"	[0.011-0.023]	DAB1	"Body mass index"	"body mass index"	-	GCST90446645	1:57409207	39375568	"Sidorenko J"
rs2481665-T	1E-19	-	0.5782	-	"0.0157 unit increase"	[0.012-0.019]	PATJ	"Body mass index"	"body mass index"	-	GCST90446645	1:62129005	39375568	"Sidorenko J"
rs7519259-G	6E-11	-	0.4875	-	"0.012 unit decrease"	[0.0085-0.0155]	PDE4B	"Body mass index"	"body mass index"	-	GCST90446645	1:65969060	39375568	"Sidorenko J"
rs2815749-A	5E-13	-	0.1756	-	"0.0197 unit decrease"	[0.014-0.025]	LINC02796	"Body mass index"	"body mass index"	-	GCST90446645	1:72349100	39375568	"Sidorenko J"
rs2012697-T	1E-16	-	0.3718	-	"0.018 unit decrease"	[0.014-0.022]	LINC02796	"Body mass index"	"body mass index"	-	GCST90446645	1:72353929	39375568	"Sidorenko J"
rs7551507-C	1E-26	-	0.4313	-	"0.0185 unit increase"	[0.015-0.022]	TNNI3K,FPGT-TNNI3K	"Body mass index"	"body mass index"	-	GCST90446645	1:74529541	39375568	"Sidorenko J"
rs7536433-C	5E-10	-	0.7795	-	"0.0135 unit increase"	[0.0092-0.0178]	AK5	"Body mass index"	"body mass index"	-	GCST90446645	1:77557488	39375568	"Sidorenko J"
rs17391694-C	4E-28	-	0.8629	-	"0.0289 unit decrease"	[0.024-0.034]	RNFT1P2,GIPC2	"Body mass index"	"body mass index"	-	GCST90446645	1:78157942	39375568	"Sidorenko J"
rs12065553-A	3E-10	-	0.7164	-	"0.0126 unit decrease"	[0.0087-0.0165]	HNRNPA1P64,HMGB1P18	"Body mass index"	"body mass index"	-	GCST90446645	1:80327433	39375568	"Sidorenko J"
rs284227-C	3E-13	-	0.2948	-	"0.0146 unit increase"	[0.011-0.019]	ADGRL2	"Body mass index"	"body mass index"	-	GCST90446645	1:81913762	39375568	"Sidorenko J"
rs4970712-A	4E-11	-	0.1949	-	"0.0141 unit increase"	[0.01-0.0182]	EVI5	"Body mass index"	"body mass index"	-	GCST90446645	1:92527990	39375568	"Sidorenko J"
