riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs1150755-?	2E-217	-	NR	-	-	-	TNXB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32070773	37377963	"Wen YP"
rs3763365-?	3E-191	-	NR	-	-	-	PSMB8,TAP2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32839676	37377963	"Wen YP"
rs580962-?	6E-149	-	NR	-	-	-	HLA-DMA	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32957915	37377963	"Wen YP"
rs9380351-?	5E-133	-	NR	-	-	-	COL11A2,HCG24	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:33161969	37377963	"Wen YP"
rs3819714-?	2E-121	-	NR	-	-	-	TAP2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32836440	37377963	"Wen YP"
rs3763355-?	1E-107	-	NR	-	-	-	HLA-DOB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32819105	37377963	"Wen YP"
rs2534674-?	2E-96	-	NR	-	-	-	MICB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31497326	37377963	"Wen YP"
rs1042663-?	3E-90	-	NR	-	-	-	C2,C2-AS1	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31937353	37377963	"Wen YP"
rs1150793-?	1E-84	-	NR	-	-	-	MSH5-SAPCD1,MSH5	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31749919	37377963	"Wen YP"
rs429916-?	1E-82	-	NR	-	-	-	HLA-DOA,HLA-DPA1	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:33010810	37377963	"Wen YP"
rs2534671-?	4E-82	-	NR	-	-	-	MICB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31497884	37377963	"Wen YP"
rs2596501-?	1E-69	-	NR	-	-	-	HLA-B,LINC02571	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31353434	37377963	"Wen YP"
rs241436-?	5E-62	-	NR	-	-	-	TAP2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32830099	37377963	"Wen YP"
rs429150-?	6E-60	-	NR	-	-	-	TNXB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32107786	37377963	"Wen YP"
rs2256974-?	7E-56	-	NR	-	-	-	LST1	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31587615	37377963	"Wen YP"
rs2233977-?	3E-55	-	NR	-	-	-	C6orf15	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31112117	37377963	"Wen YP"
rs2856997-?	3E-55	-	NR	-	-	-	HLA-DOB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32813999	37377963	"Wen YP"
rs2228396-?	3E-55	-	NR	-	-	-	TAP2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32830032	37377963	"Wen YP"
rs3129304-?	1E-54	-	NR	-	-	-	HLA-DOA	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:33005966	37377963	"Wen YP"
rs12333245-?	4E-54	-	NR	-	-	-	TNXB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32051992	37377963	"Wen YP"
rs2622318-?	1E-53	-	NR	-	-	-	ZKSCAN8	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:28152108	37377963	"Wen YP"
rs241429-?	3E-52	-	NR	-	-	-	TAP2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32836063	37377963	"Wen YP"
rs2070121-?	4E-51	-	NR	-	-	-	HLA-DOB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32813777	37377963	"Wen YP"
rs1799964-?	4E-50	-	NR	-	-	-	TNF,LTA	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31574531	37377963	"Wen YP"
rs1063478-?	2E-48	-	NR	-	-	-	HLA-DMA	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32949767	37377963	"Wen YP"
rs7383287-?	1E-44	-	NR	-	-	-	HLA-DOB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32815309	37377963	"Wen YP"
rs241423-?	7E-44	-	NR	-	-	-	TAP1,PSMB9	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32850233	37377963	"Wen YP"
rs10774625-?	3E-43	-	NR	-	-	-	ATXN2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	12:111472415	37377963	"Wen YP"
rs11539216-?	5E-42	-	NR	-	-	-	HLA-DMA	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32950203	37377963	"Wen YP"
rs3761936-?	3E-41	-	NR	-	-	-	DCLRE1B	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	1:113907040	37377963	"Wen YP"
rs9264532-?	2E-40	-	NR	-	-	-	HCG27,HLA-C	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:31266604	37377963	"Wen YP"
rs12198173-?	2E-37	-	NR	-	-	-	TNXB	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32059031	37377963	"Wen YP"
rs210122-?	1E-36	-	NR	-	-	-	ITPR3,LINC00336	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:33606858	37377963	"Wen YP"
rs4713216-?	2E-35	-	NR	-	-	-	OR5V1,OR12D2	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:29396370	37377963	"Wen YP"
rs20547-?	2E-33	-	NR	-	-	-	PSMB9	"Rheumatoid arthritis or type 1 diabetes"	"rheumatoid arthritis,type 1 diabetes mellitus"	-	GCST90302863	6:32858456	37377963	"Wen YP"
rs9507792-C	2E-8	-	NR	0.96	-	-	FGFR1OP2P1,GPR12	"Headache or type 1 diabetes"	"Headache,type 1 diabetes mellitus"	-	GCST90281125	13:26781480	36808568	"Islam MR"
rs10399665-C	4E-8	-	NR	1.03	-	-	RERE,SLC45A1	"Migraine or type 1 diabetes"	"migraine disorder,type 1 diabetes mellitus"	-	GCST90281118	1:8347227	36808568	"Islam MR"
rs139007490-C	2E-8	-	NR	0.92	-	-	FOXI3,SPMIP9	"Migraine or type 1 diabetes"	"migraine disorder,type 1 diabetes mellitus"	-	GCST90281118	2:88491699	36808568	"Islam MR"
rs4645215-C	6E-9	-	NR	0.97	-	-	SLC9B1	"Migraine or type 1 diabetes"	"migraine disorder,type 1 diabetes mellitus"	-	GCST90281118	4:102904091	36808568	"Islam MR"
rs11124945-G	5E-8	-	0.19	"7.61 (European)"	-	[3.39-17.09]	PLEKHH2	"Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)"	"response to antihypertensive drug,diabetes mellitus,response to beta blocker,response to calcium channel blocker"	hypertension	GCST003797	2:43650017	27670767	"Chang SW"
rs113296370-C	2E-7	(European)	0.19	8.83	-	[8.01-9.65]	PLEKHH2,Y_RNA	"Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)"	"response to antihypertensive drug,diabetes mellitus,response to beta blocker,response to calcium channel blocker"	hypertension	GCST003797	2:43636315	27670767	"Chang SW"
rs4833103-?	1E-7	(European)	0.50	5.26	-	[4.63-5.89]	TLR1	"Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)"	"response to antihypertensive drug,diabetes mellitus,response to beta blocker,response to calcium channel blocker"	hypertension	GCST003797	4:38813881	27670767	"Chang SW"
rs679992-T	1E-6	(AA)	0.5	1.09	-	[1.05-1.13]	RGS7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	1:241024982	25102180	"Ng MC"
rs12613372-G	2E-7	(AA)	0.07	1.24	-	[1.14-1.34]	GALNT14,CAPN13	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	2:30845153	25102180	"Ng MC"
rs2244020-G	1E-6	(AA)	0.69	1.11	-	[1.07-1.16]	ZDHHC20P2,FGFR3P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	6:31379674	25102180	"Ng MC"
rs10231619-T	4E-6	(AA)	0.74	1.13	-	[1.07-1.18]	HECW1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	7:43280995	25102180	"Ng MC"
rs7003257-T	9E-6	(AA)	0.73	1.1	-	[1.06-1.15]	CPA6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	8:67701155	25102180	"Ng MC"
rs17359493-G	1E-7	(AA)	0.22	1.13	-	[1.08-1.18]	INTS8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	8:94844683	25102180	"Ng MC"
rs7903146-T	5E-44	(AA)	0.3	1.33	-	[1.28-1.39]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	10:112998590	25102180	"Ng MC"
rs3842770-A	3E-8	(AA)	0.23	1.14	-	[1.09-1.19]	INS-IGF2,IGF2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	11:2157440	25102180	"Ng MC"
rs11043007-G	1E-7	(AA)	0.81	1.19	-	[1.11-1.26]	MIR4686,ASCL2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	11:2183058	25102180	"Ng MC"
rs2283228-A	1E-10	(AA)	0.89	1.2	-	[1.14-1.27]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	11:2828300	25102180	"Ng MC"
rs343092-T	9E-9	(AA)	0.81	1.16	-	[1.1-1.22]	HMGA2,HMGA2-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	12:65857160	25102180	"Ng MC"
rs335810-A	7E-6	(AA)	0.69	1.1	-	[1.06-1.15]	ANXA2,FOXB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	15:60076007	25102180	"Ng MC"
rs2244020-G	7E-9	-	0.69	1.09	-	[1.06-1.13]	ZDHHC20P2,FGFR3P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	6:31379674	25102180	"Ng MC"
rs17359493-G	1E-7	-	0.22	1.1	-	[1.06-1.13]	INTS8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	8:94844683	25102180	"Ng MC"
rs7903146-T	4E-94	-	0.3	1.36	-	[1.32-1.40]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	10:112998590	25102180	"Ng MC"
rs2283228-A	5E-13	-	0.89	1.19	-	[1.13-1.24]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	11:2828300	25102180	"Ng MC"
rs343092-T	3E-12	-	0.81	1.14	-	[1.10-1.19]	HMGA2,HMGA2-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	12:65857160	25102180	"Ng MC"
rs2290402-?	7E-6	(AA)	NR	-	-	-	TMEM175	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	4:947730	25102180	"Ng MC"
rs231356-T	4E-8	-	0.27	1.09	-	[1.06-1.13]	KCNQ1OT1,KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	11:2684113	25102180	"Ng MC"
rs335810-A	7E-6	-	0.69	1.1	-	[1.06-1.15]	ANXA2,FOXB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002560	15:60076007	25102180	"Ng MC"
rs13266634-C	6E-8	-	0.70	1.18	-	[0.69-1.67]	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST000012	8:117172544	17293876	"Sladek R"
rs1111875-G	3E-6	-	0.60	1.19	-	[0.82-1.56]	Y_RNA,HHEX	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST000012	10:92703125	17293876	"Sladek R"
rs7903146-T	2E-34	-	0.30	1.65	-	"[1.28, 2.02]"	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST000012	10:112998590	17293876	"Sladek R"
rs10886471-C	7E-9	-	0.778	1.12	-	[1.08-1.16]	GRK5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	10:119389891	22961080	"Li H"
rs7403531-T	4E-9	-	0.346	1.1	-	[1.06-1.13]	RASGRP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	15:38530704	22961080	"Li H"
rs10814916-C	6E-12	-	0.439	1.11	-	[1.08-1.15]	GLIS3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	9:4293150	22961080	"Li H"
rs2383208-A	3E-17	-	0.558	1.22	-	[1.17-1.28]	CDKN2B-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	9:22132077	22961080	"Li H"
rs11257655-T	7E-9	-	0.564	1.15	-	[1.10-1.20]	CDC123,RN7SL198P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	10:12265895	22961080	"Li H"
rs4430796-G	2E-11	-	0.276	1.19	-	[1.13-1.25]	HNF1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	17:37738049	22961080	"Li H"
rs12010175-G	2E-9	-	0.786	1.21	-	[1.14-1.28]	CCNQ	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	X:153597180	22961080	"Li H"
rs5945326-A	7E-16	-	0.606	1.18	-	[1.13-1.23]	DUSP9,MRFAP1P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	X:153634467	22961080	"Li H"
rs7754840-C	7E-10	-	0.411	1.35	-	[1.23-1.48]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	6:20661019	22961080	"Li H"
rs2237892-C	1E-7	-	0.657	1.32	-	[1.19-1.46]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST001666	11:2818521	22961080	"Li H"
rs34669198-?	1E-6	-	NR	-	"0.3 unit increase"	[0.18-0.42]	SRBD1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	2:45521138	25760438	"Anderson D"
rs75260059-?	9E-7	-	NR	-	"0.34 unit increase"	[0.20-0.48]	LINC01877,FTCDNL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	2:199751534	25760438	"Anderson D"
rs12496230-?	4E-6	-	NR	-	"0.54 unit increase"	[0.30-0.78]	RPL21P41,KBTBD8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	3:66779484	25760438	"Anderson D"
rs138306797-?	3E-6	-	NR	-	"0.78 unit increase"	[0.47-1.09]	IGF2BP2,TRA2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	3:185827931	25760438	"Anderson D"
rs149049329-?	2E-6	-	NR	-	"0.71 unit increase"	[0.42-1.00]	LINC01991,BCL6-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	3:187880139	25760438	"Anderson D"
rs11454281-?	9E-6	-	NR	-	"0.6 unit increase"	[0.33-0.87]	LINC00355,LGMNP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	13:64920645	25760438	"Anderson D"
rs149358103-?	5E-6	-	NR	-	"0.58 unit increase"	[0.33-0.83]	RPS27AP11,LINC02541	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	6:113586847	25760438	"Anderson D"
rs9478961-?	2E-7	-	NR	-	"0.44 unit increase"	[0.28-0.60]	MTHFD1L,RNU6-300P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	6:151135457	25760438	"Anderson D"
rs7978895-?	9E-6	-	NR	-	"0.14 unit increase"	[0.081-0.199]	LINC02461,ADAMTS20	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	12:43176712	25760438	"Anderson D"
rs79490558-?	1E-6	-	NR	-	"0.31 unit increase"	[0.17-0.45]	TPT1,GTF2F2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	13:45312051	25760438	"Anderson D"
rs78319313-?	3E-6	-	NR	-	"0.49 unit increase"	[0.27-0.71]	LINC00348	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	13:71021178	25760438	"Anderson D"
rs6506284-?	3E-6	-	NR	-	"0.32 unit increase"	[0.18-0.46]	PPIAP14,LINC01892	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	18:5030024	25760438	"Anderson D"
rs138128600-?	2E-7	-	NR	-	"0.53 unit increase"	[0.33-0.73]	RNU4-10P,RNU6-66P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	13:73190488	25760438	"Anderson D"
rs189178161-?	8E-6	-	NR	-	"0.64 unit increase"	[0.37-0.91]	SNX29,CPPED1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	16:12624996	25760438	"Anderson D"
rs13036344-?	9E-6	-	NR	-	"0.2 unit increase"	[0.12-0.28]	COMMD7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	20:32725930	25760438	"Anderson D"
rs11240074-?	6E-6	-	NR	-	"0.21 unit increase"	[0.11-0.31]	BCL9,LINC00624	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	1:147524657	25760438	"Anderson D"
rs4703911-?	7E-6	-	NR	-	"0.22 unit increase"	[0.12-0.32]	ATP6AP1L,RPL5P16	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002806	5:82717035	25760438	"Anderson D"
rs7903146-?	2E-10	" "	0.30	1.38	-	[NR]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST000027	10:112998590	17460697	"Steinthorsdottir V"
rs13266634-C	3E-6	" "	0.67	1.15	-	[1.08-1.22]	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST000027	8:117172544	17460697	"Steinthorsdottir V"
rs7756992-G	8E-9	" "	0.26	1.2	-	[1.13-1.27]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST000027	6:20679478	17460697	"Steinthorsdottir V"
rs1861612-T	7E-8	-	0.64	1.29	-	[NR]	DNER	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002224	2:229657682	24101674	"Hanson RL"
rs8181588-A	5E-9	-	0.48	1.3	-	[NR]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002224	11:2810311	24101674	"Hanson RL"
rs75493593-?	5E-15	-	NR	1.25	-	[1.18-1.32]	SLC16A11	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002317	17:7041768	24390345	"Williams AL"
rs824248-T	8E-6	-	NR	1.18	-	[1.10-1.26]	LINGO2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002317	9:28772702	24390345	"Williams AL"
rs7903146-T	1E-14	-	NR	1.37	-	[1.27-1.48]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002317	10:112998590	24390345	"Williams AL"
rs2237897-C	9E-15	-	NR	1.31	-	[1.22-1.41]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002317	11:2837316	24390345	"Williams AL"
rs6808574-C	6E-9	-	NR	1.07	-	[1.04-1.09]	LPP-AS2,LINC01991	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:188022735	24509480	"Mahajan A"
rs1561927-C	1E-7	-	NR	1.06	-	[1.04-1.09]	LINC00824	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:128555832	24509480	"Mahajan A"
rs319598-C	2E-6	-	NR	1.05	-	[1.03-1.07]	PCBD2,TXNDC15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	5:134904545	24509480	"Mahajan A"
rs2812533-C	5E-6	-	NR	1.07	-	[1.04-1.09]	RPL5P26,LINC02651	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:69692529	24509480	"Mahajan A"
rs10788575-A	9E-6	-	NR	1.06	-	[1.03-1.08]	MED6P1,PTEN	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:88008827	24509480	"Mahajan A"
rs7041847-A	5E-6	-	0.5	1.05	-	[1.01-1.09]	GLIS3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	9:4287466	24509480	"Mahajan A"
rs12899811-G	6E-7	-	0.3	1.09	-	[1.04-1.13]	VPS33B,VPS33B-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	15:91000846	24509480	"Mahajan A"
rs516946-C	2E-7	-	0.77	1.1	-	[1.06-1.15]	ANK1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:41661730	24509480	"Mahajan A"
rs7845219-T	6E-8	-	0.53	1.08	-	[1.04-1.12]	NDUFAF6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:94925274	24509480	"Mahajan A"
rs3802177-G	2E-18	-	0.7	1.16	-	[1.11-1.22]	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:117172786	24509480	"Mahajan A"
rs7612463-C	7E-9	-	0.87	1.1	-	[1.04-1.16]	UBE2E2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:23294959	24509480	"Mahajan A"
rs12970134-A	3E-8	-	0.27	1.08	-	[1.03-1.12]	MC4R,RNU4-17P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	18:60217517	24509480	"Mahajan A"
rs6813195-C	4E-14	-	NR	1.08	-	[1.06-1.10]	RPS3AP18,TMEM154	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	4:152599323	24509480	"Mahajan A"
rs9502570-A	1E-9	-	NR	1.06	-	[1.04-1.08]	RREB1,SSR1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:7258384	24509480	"Mahajan A"
rs17106184-G	4E-9	-	NR	1.1	-	[1.07-1.14]	FAF1,FAF1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	1:50444313	24509480	"Mahajan A"
rs10830963-G	2E-7	-	0.27	1.11	-	[1.06-1.16]	MTNR1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	11:92975544	24509480	"Mahajan A"
rs702634-A	7E-9	-	NR	1.06	-	[1.04-1.09]	ARL15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	5:53975590	24509480	"Mahajan A"
rs4812829-A	5E-8	-	0.16	1.07	-	[1.01-1.12]	HNF4A,HNF4A-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	20:44360627	24509480	"Mahajan A"
rs10510110-C	1E-7	-	NR	1.05	-	[1.03-1.07]	PLEKHA1,ARMS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:122432914	24509480	"Mahajan A"
rs2261181-T	4E-8	-	0.09	1.16	-	[1.10-1.23]	RPSAP52	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	12:65818538	24509480	"Mahajan A"
rs10507349-G	2E-7	-	NR	1.06	-	[1.04-1.08]	RNF6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	13:26207391	24509480	"Mahajan A"
rs2028299-C	5E-7	-	0.29	1.04	-	[1.00-1.09]	AP3S2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	15:89831025	24509480	"Mahajan A"
rs7795991-G	7E-7	-	NR	1.05	-	[1.03-1.07]	ETV1,RBMX2P4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	7:13861106	24509480	"Mahajan A"
rs4402960-T	1E-17	-	0.31	1.13	-	[1.09-1.17]	IGF2BP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:185793899	24509480	"Mahajan A"
rs4273712-G	3E-6	-	NR	1.05	-	[1.03-1.07]	YAP1P3,PRELID1P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:126643364	24509480	"Mahajan A"
rs7766070-A	9E-9	-	0.29	1.38	-	[1.24-1.54]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	6:20686342	25483131	"Ghassibe-Sabbagh M"
rs1873747-T	4E-6	-	0.13	1.41	-	[1.22-1.63]	ROR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	9:91633578	25483131	"Ghassibe-Sabbagh M"
rs34872471-C	8E-8	-	0.40	1.32	-	[1.19-1.46]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	10:112994312	25483131	"Ghassibe-Sabbagh M"
rs275856-T	1E-6	-	0.11	1.51	-	[1.28-1.77]	OSBPL1A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	18:24259188	25483131	"Ghassibe-Sabbagh M"
rs73954691-G	3E-6	-	0.98	2.6	-	[1.74-3.88]	LIMS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	2:127663671	25483131	"Ghassibe-Sabbagh M"
rs35209784-T	5E-6	-	0.01	3.57	-	[1.92-6.25]	DAAM1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	14:59285112	25483131	"Ghassibe-Sabbagh M"
rs6937795-A	7E-6	-	NR	1.04	-	[1.02-1.06]	Y_RNA,RPL35AP3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:136970143	24509480	"Mahajan A"
rs2284219-T	8E-6	-	NR	1.05	-	[1.03-1.08]	CRHR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	7:30674820	24509480	"Mahajan A"
rs7903146-T	8E-75	-	0.3	1.4	-	[1.35-1.46]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:112998590	24509480	"Mahajan A"
